,tahun,provinsi,kota,kecamatan,kelurahan,usia,gender,total
1175,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,35-39,Laki-laki,2584
1176,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,40-44,Laki-laki,2363
1177,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,45-49,Laki-laki,1950
1178,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,50-54,Laki-laki,1496
1179,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,55-59,Laki-laki,999
1180,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,60-64,Laki-laki,667
1181,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,65-69,Laki-laki,447
1182,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,70-74,Laki-laki,215
1183,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,ROROTAN,75+,Laki-laki,148
1184,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,00-04,Laki-laki,3829
1185,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,05-09,Laki-laki,4264
1186,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,01-10,Laki-laki,4009
1187,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,15-19,Laki-laki,3708
1188,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,20-24,Laki-laki,3620
1189,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,25-29,Laki-laki,3609
1190,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,30-34,Laki-laki,3492
1191,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,35-39,Laki-laki,3981
1192,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,40-44,Laki-laki,3728
1193,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,45-49,Laki-laki,3282
1194,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,50-54,Laki-laki,2641
1195,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,55-59,Laki-laki,1793
1196,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,60-64,Laki-laki,1227
1197,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,65-69,Laki-laki,795
1198,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,70-74,Laki-laki,450
1199,2021,DKI Jakarta,JAKARTA UTARA,CILINCING,SEMPER BARAT,75+,Laki-laki,365
1200,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,00-04,Laki-laki,1544
1201,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,05-09,Laki-laki,1922
1202,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,01-10,Laki-laki,1805
1203,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,15-19,Laki-laki,1754
1204,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,20-24,Laki-laki,1661
1205,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,25-29,Laki-laki,1602
1206,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,30-34,Laki-laki,1825
1207,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,35-39,Laki-laki,2096
1208,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,40-44,Laki-laki,2081
1209,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,45-49,Laki-laki,1772
1210,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,50-54,Laki-laki,1520
1211,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,55-59,Laki-laki,1148
1212,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,60-64,Laki-laki,926
1213,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,65-69,Laki-laki,618
1214,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,70-74,Laki-laki,402
1215,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,75+,Laki-laki,369
1216,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,00-04,Laki-laki,3415
1217,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,05-09,Laki-laki,4418
1218,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,01-10,Laki-laki,4350
1219,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,15-19,Laki-laki,3875
1220,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,20-24,Laki-laki,3531
1221,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,25-29,Laki-laki,3561
1222,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,30-34,Laki-laki,3788
1223,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,35-39,Laki-laki,4410
1224,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,40-44,Laki-laki,4347
1225,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,45-49,Laki-laki,3654
1226,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,50-54,Laki-laki,2918
1227,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,55-59,Laki-laki,2218
1228,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,60-64,Laki-laki,1564
1229,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,65-69,Laki-laki,930
1230,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,70-74,Laki-laki,569
1231,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,75+,Laki-laki,457
1232,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,00-04,Laki-laki,1096
1233,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,05-09,Laki-laki,1323
1234,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,01-10,Laki-laki,1383
1235,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,15-19,Laki-laki,1279
1236,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,20-24,Laki-laki,1200
1237,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,25-29,Laki-laki,1143
1238,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,30-34,Laki-laki,1173
1239,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,35-39,Laki-laki,1422
1240,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,40-44,Laki-laki,1410
1241,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,45-49,Laki-laki,1219
1242,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,50-54,Laki-laki,1010
1243,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,55-59,Laki-laki,767
1244,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,60-64,Laki-laki,542
1245,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,65-69,Laki-laki,311
1246,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,70-74,Laki-laki,188
1247,2021,DKI Jakarta,JAKARTA UTARA,PADEMANGAN,ANCOL,75+,Laki-laki,199
1248,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,00-04,Laki-laki,1198
1249,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,05-09,Laki-laki,1541
1250,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,01-10,Laki-laki,1350
1251,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,15-19,Laki-laki,1249
1252,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,20-24,Laki-laki,1156
1253,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,25-29,Laki-laki,1297
1254,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,30-34,Laki-laki,1484
1255,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,35-39,Laki-laki,1863
1256,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,40-44,Laki-laki,1748
1257,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,45-49,Laki-laki,1414
1258,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,50-54,Laki-laki,1067
1259,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,55-59,Laki-laki,944
1260,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,60-64,Laki-laki,896
1261,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,65-69,Laki-laki,887
1262,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,70-74,Laki-laki,728
1263,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,75+,Laki-laki,510
1264,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,00-04,Laki-laki,2065
1265,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,05-09,Laki-laki,2433
1266,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,01-10,Laki-laki,2380
1267,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,15-19,Laki-laki,2173
1268,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,20-24,Laki-laki,2068
1269,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,25-29,Laki-laki,2277
1270,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,30-34,Laki-laki,2359
1271,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,35-39,Laki-laki,2737
1272,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,40-44,Laki-laki,2595
1273,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,45-49,Laki-laki,2126
1274,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,50-54,Laki-laki,1878
1275,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,55-59,Laki-laki,1657
1276,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,60-64,Laki-laki,1322
1277,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,65-69,Laki-laki,901
1278,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,70-74,Laki-laki,611
1279,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,75+,Laki-laki,433
1280,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,00-04,Laki-laki,1333
1281,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,05-09,Laki-laki,1698
1282,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,01-10,Laki-laki,1777
1283,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,15-19,Laki-laki,1660
1284,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,20-24,Laki-laki,1675
1285,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,25-29,Laki-laki,1563
1286,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,30-34,Laki-laki,1526
1287,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,35-39,Laki-laki,1672
1288,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,40-44,Laki-laki,1853
1289,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,45-49,Laki-laki,1700
1290,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,50-54,Laki-laki,1490
1291,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,55-59,Laki-laki,1161
1292,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,60-64,Laki-laki,837
1293,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,65-69,Laki-laki,587
1294,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,70-74,Laki-laki,378
1295,2021,DKI Jakarta,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,75+,Laki-laki,523
1296,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,00-04,Laki-laki,3061
1297,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,05-09,Laki-laki,3628
1298,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,01-10,Laki-laki,3714
1299,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,15-19,Laki-laki,3513
1300,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,20-24,Laki-laki,3211
1301,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,25-29,Laki-laki,3140
1302,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,30-34,Laki-laki,3222
1303,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,35-39,Laki-laki,3903
1304,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,40-44,Laki-laki,3572
1305,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,45-49,Laki-laki,3200
1306,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,50-54,Laki-laki,2704
1307,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,55-59,Laki-laki,1892
1308,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,60-64,Laki-laki,1310
1309,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,65-69,Laki-laki,872
1310,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,70-74,Laki-laki,498
1311,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,75+,Laki-laki,445
1312,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,00-04,Laki-laki,4220
1313,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,05-09,Laki-laki,4554
1314,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,01-10,Laki-laki,4465
1315,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,15-19,Laki-laki,4026
1316,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,20-24,Laki-laki,3824
1317,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,25-29,Laki-laki,4109
1318,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,30-34,Laki-laki,4230
1319,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,35-39,Laki-laki,4587
1320,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,40-44,Laki-laki,4163
1321,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,45-49,Laki-laki,3566
1322,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,50-54,Laki-laki,2843
1323,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,55-59,Laki-laki,2257
1324,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,60-64,Laki-laki,1584
1325,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,65-69,Laki-laki,1017
1326,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,70-74,Laki-laki,496
1327,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,75+,Laki-laki,336
1328,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,00-04,Laki-laki,3393
1329,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,05-09,Laki-laki,3745
1330,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,01-10,Laki-laki,3702
1331,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,15-19,Laki-laki,3335
1332,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,20-24,Laki-laki,3180
1333,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,25-29,Laki-laki,3119
1334,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,30-34,Laki-laki,3397
1335,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,35-39,Laki-laki,3851
1336,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,40-44,Laki-laki,3687
1337,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,45-49,Laki-laki,3123
1338,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,50-54,Laki-laki,2450
1339,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,55-59,Laki-laki,1809
1340,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,60-64,Laki-laki,1244
1341,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,65-69,Laki-laki,819
1342,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,70-74,Laki-laki,467
1343,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,75+,Laki-laki,340
1344,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,00-04,Laki-laki,1602
1345,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,05-09,Laki-laki,1864
1346,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,01-10,Laki-laki,1823
1347,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,15-19,Laki-laki,1675
1348,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,20-24,Laki-laki,1570
1349,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,25-29,Laki-laki,1576
1350,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,30-34,Laki-laki,1647
1351,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,35-39,Laki-laki,1967
1352,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,40-44,Laki-laki,1906
1353,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,45-49,Laki-laki,1671
1354,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,50-54,Laki-laki,1382
1355,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,55-59,Laki-laki,1003
1356,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,60-64,Laki-laki,653
1357,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,65-69,Laki-laki,359
1358,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,70-74,Laki-laki,190
1359,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,75+,Laki-laki,129
1360,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,00-04,Laki-laki,7096
1361,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,05-09,Laki-laki,8447
1362,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,01-10,Laki-laki,8145
1363,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,15-19,Laki-laki,7101
1364,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,20-24,Laki-laki,6783
1365,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,25-29,Laki-laki,6823
1366,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,30-34,Laki-laki,7277
1367,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,35-39,Laki-laki,8491
1368,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,40-44,Laki-laki,7811
1369,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,45-49,Laki-laki,6468
1370,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,50-54,Laki-laki,4937
1371,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,55-59,Laki-laki,3785
1372,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,60-64,Laki-laki,2672
1373,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,65-69,Laki-laki,1441
1374,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,70-74,Laki-laki,667
1375,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,KAPUK,75+,Laki-laki,395
1376,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,00-04,Laki-laki,4041
1377,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,05-09,Laki-laki,4963
1378,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,01-10,Laki-laki,4741
1379,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,15-19,Laki-laki,4115
1380,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,20-24,Laki-laki,3850
1381,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,25-29,Laki-laki,3968
1382,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,30-34,Laki-laki,4249
1383,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,35-39,Laki-laki,4939
1384,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,40-44,Laki-laki,4807
1385,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,45-49,Laki-laki,4029
1386,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,50-54,Laki-laki,3085
1387,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,55-59,Laki-laki,2235
1388,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,60-64,Laki-laki,1571
1389,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,65-69,Laki-laki,868
1390,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,70-74,Laki-laki,458
1391,2021,DKI Jakarta,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,75+,Laki-laki,347
1392,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,00-04,Laki-laki,637
1393,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,05-09,Laki-laki,742
1394,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,01-10,Laki-laki,787
1395,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,15-19,Laki-laki,756
1396,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,20-24,Laki-laki,792
1397,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,25-29,Laki-laki,687
1398,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,30-34,Laki-laki,762
1399,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,35-39,Laki-laki,856
1400,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,40-44,Laki-laki,819
1401,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,45-49,Laki-laki,849
1402,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,50-54,Laki-laki,749
1403,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,55-59,Laki-laki,604
1404,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,60-64,Laki-laki,439
1405,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,65-69,Laki-laki,282
1406,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,70-74,Laki-laki,173
1407,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,75+,Laki-laki,186
1408,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,00-04,Laki-laki,598
1409,2021,DKI Jakarta,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,05-09,Laki-laki,795
